Date,Inflow_Total_cfs,Inflow_Total_AF,Total_Outflow_cfs,Total_Outflow_AF,Power_Release_cfs,Power_Release_AF,River_Outlet_Release_cfs,River_Outlet_Release_AF,InflowTemp_degF,Gate_Upp,Gate_Mid,Gate_PRG,Gate_SDG,Riv_Upp,Riv_Mid,Riv_Bot,Wind_msec,Wind_TKE_Term,AirTemp_degC,AirTemp_degF,SolRad_Wm2,SolRad_gridMet_Wm2,Precip_mm,Precip_in,Tdew_degC,Evap_cfs,Storage_AF,Tw_Temp_degF,Area_ac,PrecipVol_AF,Inflow_minus_precip_AF,Precip_in_allzeros,Tw_target_degF
1/11/2000,12007,23815.53719,4306,8540.826446,4308,8544.793388,0,0,43.905359,0,5,0,0,0,0,0,7.585944444,5475.461238,9.659652778,49.387375,37.04166667,51.7,19.05,0.75,5.952160778,0,3244427,51.12083333,23886.31867,1492.894917,22322.64227,0,51.16666667
1/12/2000,7562,14999.00826,3572,7084.958678,3591,7122.644628,0,0,42.72895653,0,5,0,0,0,0,0,1.11875,1.473892324,4.969583333,40.94525,52.79166667,77.1,0,0,1.876463752,7,3252328,51.025,23925.22636,0,14999.00826,0,51.06111111
1/13/2000,9531,18904.46281,4206,8342.479339,4199,8328.595041,0,0,42.73556062,0,5,0,0,0,0,0,6.147361111,5988.280521,9.358402778,48.845125,73.45833333,47.3,4.572,0.18,6.574322336,14,3262862,51.0375,23977.1,359.6565,18544.80631,0,50.99179786
1/14/2000,19097,37878.34711,2711,5377.190083,2704,5363.305785,0,0,44.37767579,0,5,0,0,0,0,0,5.869895833,2820.273717,11.8271875,53.2889375,33.91666667,45.6,23.114,0.91,8.647424345,0,3295363,50.91289357,24136.54352,1830.35455,36047.99256,0,50.93217975
1/15/2000,30102,59706.44628,1913,3794.380165,1913,3794.380165,0,0,44.73481513,0,5,0,0,0,0,0,2.676805556,120.1823677,9.754652778,49.558375,29.875,51.9,23.19,0.912992126,8.958009142,101,3351075,50.84614567,24428.69503,1858.600518,57847.84576,0,50.74524204
1/16/2000,33201,65853.22314,624,1237.68595,624,1237.68595,0,0,44.96587839,0,5,0,0,0,0,0,7.83625,7916.267832,9.632708333,49.338875,75.54166667,70.1,4.572,0.18,5.708885806,58,3415575,50.47668689,24721.73369,370.8260054,65482.39714,0,50.72075671
1/17/2000,19105,37894.21488,3105,6158.677686,3103,6154.710744,0,0,44.39498128,0,5,0,0,0,0,0,0.8125,0.984899696,6.570625,43.827125,65.25,48.1,0,0,-0.015385206,15,3447281,50.83943758,24873.67276,0,37894.21488,0,50.72531102
1/18/2000,15978,31691.90083,3947,7828.760331,3697,7332.892562,0,0,44.97333521,0,5,0,0,0,0,0,1.226388889,1.568216525,10.04277778,50.077,43.625,29.2,9.974,0.392677165,-0.85342063,103,3470941,50.85980858,24986.43638,817.6335842,30874.26724,0,50.80908536
1/19/2000,18559,36811.23967,2019,4004.628099,1813,3596.033058,0,0,45.40305566,0,5,0,0,0,0,0,2.0534375,286.336485,11.54670139,52.7840625,15.20833333,39.7,23.008,0.905826772,5.774827225,0,3503748,50.72800992,25141.9358,1897.853211,34913.38646,0,50.71809681
1/20/2000,25221,50025.12397,2311,4583.801653,2088,4141.487603,0,0,45.51482002,0,5,0,0,0,0,0,1.634722222,2.190669378,10.37194444,50.6695,70.41666667,90,0,0,3.789345738,0,3549189,50.56647193,25356.15294,0,50025.12397,0,50.51208725
1/21/2000,18891,37469.75207,1878,3724.958678,1673,3318.347107,0,0,44.83227872,0,5,0,0,0,0,0,1.261777778,1.628281115,8.03503125,46.46305625,48.125,74.1,2.778,0.109370079,1.794882704,90,3582755,50.2417799,25514.02353,232.5392302,37237.21284,0,50.36763124
1/22/2000,15887,31511.40496,4006,7945.785124,3789,7515.371901,0,0,45.42275733,0,5,0,0,0,0,0,0.963888889,1.19666424,8.610138889,47.49825,59.79166667,82,0,0,6.641384824,15,3606292,50.2946419,25624.05544,0,31511.40496,0,50.27678467
1/23/2000,17669,35045.95041,4192,8314.710744,3971,7876.363636,0,0,45.34102117,0,5,0,0,0,0,0,1.396541667,1.77607481,8.226048611,46.8068875,6.083333333,50.9,23.248,0.915275591,7.822534792,0,3633024,50.29393221,25748.44046,1963.909921,33082.04049,0,50.28298085
1/24/2000,22843,45308.42975,4326,8580.495868,4101,8134.214876,0,0,45.46122843,0,5,0,0,0,0,0,0.882986111,1.034752974,9.288965278,48.7201375,23.83333333,57,11.352,0.446929134,8.769268135,0,3669753,50.26036845,25918.27034,965.3025096,44343.12724,0,50.23865408
1/25/2000,22359,44348.42975,8585,17028.09917,8363,16587.7686,0,0,45.61235832,0,5,0,0,0,0,0,0.937444444,1.12801987,9.341819444,48.815275,30.70833333,71.4,5.788,0.227874016,8.611652692,0,3697073,50.16166158,26043.85319,494.5597844,43853.86997,0,50.15758996
1/26/2000,17778,35262.14876,11593,22994.38017,11371,22554.04959,0,0,45.43232303,0,5,0,0,0,0,0,1.270416667,1.712709433,8.167958333,46.702325,132.9583333,117.1,0.1,0.003937008,4.236721161,0,3709341,50.05073986,26100.06547,8.563013604,35253.58575,0,50.2122889
1/27/2000,14605,28968.59504,12995,25775.20661,9080,18009.91736,3915,7765.289256,44.8532252,0,5,0,0,1,0,0,4.82125,690.4458762,11.11354167,52.004375,130.25,126,0,0,-0.921058283,31,3712473,50.42446526,26114.41637,0,28968.59504,0,50.34920973
1/28/2000,12781,25350.7438,12201,24200.33058,7503,14881.98347,4698,9318.347107,44.48155278,0,5,0,0,1,0,0,3.183333333,200.6178971,9.0925,48.3665,128.4166667,127.7,0,0,-3.548377566,54,3713517,50.57242406,26119.2,0,25350.7438,0,50.49896311
1/29/2000,12275,24347.10744,18128,35956.36364,9515,18872.72727,8613,17083.63636,44.33144707,0,5,0,0,1,0,0,1.146666667,12.02716144,6.631875,43.937375,127.1666667,126.9,0,0,-0.083056858,69,3701771,50.5,26065.37954,0,24347.10744,0,50.35191913
1/30/2000,14848,29450.57851,16690,33104.13223,11737,23280,4953,9824.132231,44.11666997,0,5,0,0,1,0,0,3.278229167,336.1883316,7.385104167,45.2931875,42.5,64.5,26.924,1.06,5.267757346,0,3698117,49.98333333,26048.63682,2300.96292,27149.61559,0,50.07222222
1/31/2000,15031,29813.55372,15542,30827.10744,11379,22569.91736,4163,8257.190083,43.76887726,0,5,0,0,1,0,0,1.6315625,18.59854537,6.231666667,43.217,35.375,43.2,11.422,0.449685039,5.439690605,15,3697073,49.73333333,26043.85319,975.960929,28837.59279,0,49.89583333
2/1/2000,13958,27685.28926,15832,31402.31405,8559,16976.52893,7273,14425.78512,43.98905979,0,5,0,0,1,0,0,1.903125,2.432328668,6.231666667,43.217,80.875,69.9,1.016,0.04,5.439690605,100,3693157,49.97083333,26025.90998,86.75303328,27598.53622,0,49.76944444
2/2/2000,14114,27994.71074,12140,24079.33884,11556,22920.99174,584,1158.347107,44.44348562,0,5,0,0,1,0,0,1.3525,1.726604277,9.071805556,48.32925,132.75,89.7,0,0,6.494511477,0,3697073,49.60416667,26043.85319,0,27994.71074,0,49.66666667
2/3/2000,13247,26275.04132,9663,19166.28099,9663,19166.28099,0,0,44.45389094,0,5,0,0,0,0,0,2.1,335.2606102,9.071805556,48.32925,47.66666667,98.4,13.1,0.515748031,6.494511477,31,3704120,49.425,26076.14272,1120.726606,25154.31472,0,49.50277778
2/4/2000,12562,24916.36364,10704,21231.07438,8981,17813.55372,1723,3417.520661,44.58409875,0,5,0,0,1,0,0,1.428125,1.823267124,8.607291667,47.493125,61.16666667,70.4,0.508,0.02,7.408022951,15,3707775,49.47916667,26092.89002,43.48815003,24872.87549,0,49.34027778
2/5/2000,19268,38217.52066,9716,19271.40496,9205,18257.85124,511,1013.553719,45.46620957,0,5,0,0,1,0,0,5.087430556,2077.65582,9.824583333,49.68425,40.91666667,73.3,17.018,0.67,8.723860454,46,3726631,49.11666667,26179.00228,1461.660961,36755.8597,0,49.19583334
2/6/2000,22696,45016.8595,6487,12866.77686,6487,12866.77686,0,0,45.89114547,0,5,0,0,0,0,0,1.549861111,12.51839821,10.43673611,50.786125,119.0416667,117.3,0,0,7.237847884,31,3758720,48.99166667,26324.91055,0,45016.8595,0,49.06111111
2/7/2000,16890,33500.82645,7395,14667.7686,7395,14667.7686,0,0,45.5018215,0,5,0,0,0,0,0,0.771458333,0.952049987,9.142916667,48.45725,112.5833333,118.2,0,0,6.717594496,31,3777491,49.075,26409.82935,0,33500.82645,0,49.16944445
2/8/2000,15113,29976.19835,10243,20316.69421,10243,20316.69421,0,0,45.5883219,5,0,0,0,0,0,0,0.797986111,1.01028839,9.194305556,48.54975,88.04166667,75.6,0,0,6.83937125,62,3787027,49.44166667,26452.88355,0,29976.19835,0,49.519646
2/9/2000,12650,25090.90909,14637,29032.06612,10137,20106.44628,4500,8925.619835,45.88592812,5,0,0,0,1,0,0,0.964166667,1.23056707,11.03270833,51.858875,64.29166667,85.1,4.54,0.178740157,8.891394194,16,3783054,50.04227133,26434.94581,393.7488647,24697.16023,0,49.82496365
2/10/2000,14694,29145.12397,13178,26138.18182,10014,19862.47934,3164,6275.702479,46.29451275,5,0,0,0,1,0,0,2.450277778,27.6926201,10.688125,51.238625,60.70833333,67,18.11,0.712992126,9.49649336,47,3785968,49.99095294,26448.10226,1571.440721,27573.68325,0,49.92656084
2/11/2000,22723,45070.41322,14362,28486.61157,10437,20701.4876,3925,7785.123967,46.05038482,5,0,0,0,1,0,0,6.7259375,2404.584384,8.925972222,48.06675,21.25,69.2,34.036,1.34,7.865945019,218,3802119,49.74645824,26522.02708,2961.626357,42108.78687,0,49.75498064
2/12/2000,35195,69808.26446,16532,32790.7438,11481,22772.2314,5051,10018.5124,45.80521096,5,0,0,0,1,0,0,6.833958333,1973.052819,8.130555556,46.635,32.95833333,54.9,8.89,0.35,6.970409732,63,3839012,49.52753073,26692.02385,778.5173623,69029.7471,0,49.542967
2/13/2000,49763,98703.47107,15187,30122.97521,11452,22714.71074,3735,7408.264463,45.73555774,5,0,0,0,1,0,0,7.009993056,2904.38889,9.010118056,48.2182125,27.33333333,42.6,43.434,1.71,8.3747284,262,3907073,49.35491204,27002.54617,3847.862829,94855.60825,0,49.35317386
2/14/2000,73332,145451.9008,15670,31080.99174,8899,17650.90909,6771,13430.08264,46.274601,5,0,0,0,1,0,0,9.109166667,7101.280931,11.81041667,53.25875,131.7916667,84.5,6.35,0.25,7.242866194,0,4021446,49.1770788,27516.32718,573.2568162,144878.644,0,49.36849778
2/15/2000,39925,79190.08264,33800,67041.32231,10986,21790.41322,22814,45250.90909,45.75366958,5,0,0,0,1,1,0,1.564861111,1.998804921,9.597083333,49.27475,103.4583333,97.7,0,0,6.325938348,24,4033548,49.57350249,27570.14025,0,79190.08264,0,49.44971425
2/16/2000,29786,59079.66942,35333,70081.98347,11201,22216.8595,24132,47865.12397,45.982462,5,0,0,0,1,1,0,1.643958333,2.117789749,8.490625,47.283125,41.625,104.9,1.516,0.059685039,6.748392952,0,4022546,49.59856145,27521.21847,136.8837506,58942.78567,0,49.54748803
2/17/2000,23499,46609.58678,36199,71799.66942,11227,22268.42975,24972,49531.23967,46.07501098,5,0,0,0,1,1,0,1.095,1.394369094,8.487430556,47.277375,104.4166667,83.1,0,0,6.280866334,32,3997293,49.47040016,27408.70412,0,46609.58678,0,49.49832557
2/18/2000,20717,41091.57025,37444,74269.09091,11331,22474.71074,26113,51794.38017,46.02126298,5,0,0,0,1,1,0,2.744583333,110.8681863,9.49125,49.08425,169.7083333,162.7,0.1,0.003937008,2.723877479,72,3963973,49.42601509,27259.49552,8.943404042,41082.62684,0,49.39223295
2/19/2000,16402,32532.89256,40776,80878.01653,11242,22298.18182,29534,58579.83471,45.80192305,5,0,0,0,1,1,0,1.564583333,12.5842034,9.617916667,49.31225,144.8333333,154.6,0.354,0.013937008,2.392257263,95,3915438,49.2802836,27040.33156,31.40510949,32501.48745,0,49.38579671
2/20/2000,16939,33598.01653,36197,71795.70248,11283,22379.50413,24914,49416.19835,46.13982921,5,0,0,0,1,1,0,2.61375,44.39766653,10.443125,50.797625,36.25,98.9,10.76,0.423622047,8.625186644,8,3877224,49.45109144,26866.912,948.4513553,32649.56517,0,49.42113349
2/21/2000,17016,33750.7438,35477,70367.60331,11281,22375.53719,24196,47992.06612,46.36545231,5,0,0,0,1,1,0,2.219722222,149.4218855,10.49840278,50.897125,146.2916667,99.8,7.366,0.29,6.894908035,133,3840342,49.53202543,26698.13816,645.2050056,33105.5388,0,49.45690821
2/22/2000,29161,57840,31294,62070.7438,10982,21782.47934,20312,40288.26446,46.10284246,5,0,0,0,1,1,0,10.55052083,13065.38727,8.933854167,48.0809375,21.375,90.5,19.404,0.763937008,6.878951451,549,3835022,49.38760776,26673.68092,1698.084333,56141.91567,0,49.33344693
2/23/2000,32418,64300.16529,31046,61578.84298,11287,22387.43802,19759,39191.40496,45.78095043,5,0,0,0,1,1,0,1.006944444,1.219923926,6.264895833,43.2768125,148.5833333,111.3,5.9,0.232283465,2.971833122,165,3837416,49.08070761,26684.68668,516.5342894,63783.631,0,49.21801601
2/24/2000,24172,47944.46281,33677,66797.35537,11459,22728.59504,22218,44068.76033,45.53312074,5,0,0,0,1,1,0,1.489791667,55.05803196,5.066597222,41.119875,90.08333333,115.1,3.302,0.13,3.19255424,16,3818531,49.18573267,26597.85585,288.1434384,47656.31937,0,49.11887899
2/25/2000,20947,41547.7686,37656,74689.58678,11669,23145.12397,25987,51544.46281,45.10588034,5,0,0,0,1,1,0,1.555208333,1.989310765,5.066597222,41.119875,86.375,81.6,5.04,0.198425197,3.19255424,109,3785173,49.09019669,26444.5129,437.2714732,41110.49712,0,49.11144493
2/26/2000,37116,73618.5124,29461,58435.04132,11610,23028.09917,17851,35406.94215,45.06404256,5,0,0,0,1,1,0,9.507291667,7946.858416,10.58333333,51.05,39.16666667,57.5,4,0.157480315,8.670346049,312,3799737,49.05840544,26511.02146,347.9136675,73270.59873,0,49.14764449
2/27/2000,54464,108027.7686,31137,61759.33884,11477,22764.29752,19660,38995.04132,45.76219977,5,0,0,0,1,1,0,7.785069444,4716.945818,10.58333333,51.05,119.9583333,95.7,12.446,0.49,8.670346049,173,3845663,49.29433135,26722.6,1091.172833,106936.5958,0,49.28911888
2/28/2000,40057,79451.90083,35651,70712.72727,11496,22801.98347,24155,47910.7438,45.84271834,5,0,0,0,1,1,0,3.745833333,418.7017697,10.58333333,51.05,93.625,114.6,1.5,0.059055118,8.670346049,94,3854216,49.51461985,26761.73765,131.7014648,79320.19936,0,49.33540946
2/29/2000,40882,81088.26446,39265,77880.99174,11605,23018.18182,27660,54862.80992,45.90845496,5,0,0,0,1,1,0,3.964375,800.6269515,8.95375,48.11675,139.5833333,100.4,4.9,0.192913386,3.442965184,0,3857423,49.19727717,26776.41255,430.4607004,80657.80376,0,49.16352696
3/1/2000,32203,63873.71901,45106,89466.44628,11738,23281.98347,33368,66184.46281,45.89511907,5,0,0,0,1,1,0,1.850416667,12.7791661,8.95375,48.11675,161.9166667,173.8,0,0,3.442965184,0,3831829,48.77868387,26659.00198,0,63873.71901,0,48.9309374
3/2/2000,27280,54109.09091,47786,94782.14876,11875,23553.71901,35911,71228.42975,46.01622717,5,0,0,0,1,1,0,1.589583333,2.073307589,8.039791667,46.471625,47.75,65.6,9.652,0.38,6.861889015,78,3791001,48.81685116,26470.82581,838.2428172,53270.84809,0,48.82771798
3/3/2000,21471,42587.10744,49949,99072.39669,11874,23551.73554,38075,75520.66116,46.07639602,5,0,0,0,1,1,0,2.807916667,135.5685211,13.54625,56.38325,193.5,209.5,0,0,5.253297562,8,3734499,48.88761892,26214.88182,0,42587.10744,0,48.84747879
3/4/2000,21443,42531.57025,48378,95956.36364,11936,23674.71074,36442,72281.65289,46.17875713,2,5,0,0,1,1,0,1.986458333,52.47690044,9.051111111,48.292,85.79166667,70.9,31.242,1.23,7.946665851,76,3680922,48.83796629,25969.70115,2661.894368,39869.67588,0,48.86544789
3/5/2000,23896,47397.02479,41735,82780.16529,11912,23627.10744,29823,59153.05785,45.97873083,0,5,0,0,1,1,0,3.725,386.1996454,6.786979167,44.2165625,44.04166667,121.3,24.372,0.959527559,5.141790446,61,3645417,48.87075845,25805.84578,2063.451684,45333.57311,0,48.90084281
3/6/2000,21760,43160.33058,34209,67852.56198,11945,23692.56198,22264,44160,46.05142506,0,5,0,0,1,1,0,2.106277778,150.0986724,7.793180556,46.027725,55.16666667,111.7,0.6,0.023622047,5.514074539,23,3620678,48.99380368,25691.03284,50.57289929,43109.75768,0,48.91880725
3/7/2000,22396,44421.81818,35812,71032.06612,11987,23775.86777,23825,47256.19835,45.74453859,0,5,0,0,1,1,0,4.554722222,1078.684377,7.908055556,46.2345,70.25,124.7,2.132,0.083937008,5.895743665,30,3594008,48.89185963,25566.64819,178.8323292,44242.98585,0,49.03636679
3/8/2000,25073,49731.57025,35111,69641.65289,12274,24345.12397,22837,45296.52893,45.42899739,0,5,0,0,1,1,0,4.694652778,670.1655054,6.761388889,44.1705,112.8333333,167.1,27.408,1.079055118,3.734868586,0,3574097,49.22343706,25473.36,2290.596624,47440.97362,0,49.01202553
3/9/2000,27168,53886.94215,32674,64807.93388,11270,22353.71901,21404,42454.21488,45.3348866,0,5,0,0,1,1,0,2.964444444,144.1087371,7.94875,46.30775,146,123.6,8.89,0.35,6.610735901,15,3563147,48.92077991,25421.93177,741.4730098,53145.46914,0,49.05247769
3/10/2000,24326,48249.91736,35557,70526.28099,12245,24287.60331,23312,46238.67769,45.18307344,0,5,0,0,1,1,0,2.036805556,33.15779942,9.013680556,48.224625,68.08333333,93.7,3.302,0.13,7.345451907,22,3540827,49.01321609,25316.68589,274.2640971,47975.65326,0,48.82837573
3/11/2000,25133,49850.57851,28823,57169.58678,12096,23992.06612,16727,33177.52066,45.5412848,0,5,0,0,1,1,0,1.569861111,2.100851265,10.78951389,51.421125,133.1666667,171.7,1.162,0.045748031,6.908259178,15,3533478,48.5511312,25282,96.38347769,49754.19503,0,48.75455939
3/12/2000,22276,44183.80165,25634,50844.29752,12052,23904.79339,13582,26939.50413,45.77754616,0,5,0,0,1,0,0,2.486666667,100.5442077,12.86333333,55.154,200.3333333,183.8,0,0,4.077241078,15,3526670,48.69933087,25249.94996,0,44183.80165,0,48.68152562
3/13/2000,19849,39369.91736,21248,42144.79339,11916,23635.04132,9332,18509.75207,46.12901697,0,5,0,0,1,0,0,1.54375,1.963052273,13.01125,55.42025,187.5416667,190.7,0.762,0.03,7.198715404,126,3523645,48.79411479,25235.70917,63.08927291,39306.82808,0,48.75202076
3/14/2000,18925,37537.19008,19225,38132.2314,11808,23420.82645,7417,14711.40496,46.65346152,0,5,0,0,1,0,0,2.53,51.5344722,15.10236111,59.18425,194.2916667,238.9,0.1,0.003937008,5.44566619,82,3522888,48.76261662,25232.14544,8.278262938,37528.91182,0,48.74751456
3/15/2000,16768,33258.84298,15033,29817.52066,11744,23293.8843,3289,6523.636364,46.68814107,2,5,0,0,1,0,0,2.98,133.7288566,16.85666667,62.342,209.9166667,230.2,0,0,0.109895265,82,3526166,48.68581228,25247.57728,0,33258.84298,0,48.75447633
3/16/2000,16132,31997.35537,12925,25636.36364,11817,23438.67769,1108,2197.68595,47.41449391,5,5,0,0,1,0,0,3.836666667,829.0480785,14.96583333,58.9385,209.9583333,202.6,0,0,2.157185536,156,3532217,48.8150001,25276.06359,0,31997.35537,0,48.69382003
3/17/2000,16194,32120.33058,8660,17176.8595,8660,17176.8595,0,0,47.05221498,5,5,0,0,0,0,0,2.636666667,160.9354454,13.29583333,55.9325,224,250.9,0,0,-0.446423864,127,3546908,48.58064771,25345.38706,0,32120.33058,0,48.57999938
3/18/2000,14470,28700.82645,6918,13721.65289,6918,13721.65289,0,0,47.83536671,5,5,0,0,0,0,0,2.38,40.76370993,17.17375,62.91275,221.7083333,165.3,0,0,7.071054568,135,3561619,48.34435033,25414.7553,0,28700.82645,0,48.43247472
3/19/2000,13775,27322.31405,6828,13543.1405,6828,13543.1405,0,0,48.20352195,5,5,0,0,0,0,0,4.350416667,539.9116582,14.54791667,58.18625,209.375,245.2,0,0,-0.642822051,142,3575116,48.37242612,25478.14588,0,27322.31405,0,48.46452151
3/20/2000,13633,27040.66116,7685,15242.97521,7685,15242.97521,0,0,47.63542047,5,5,0,0,0,0,0,6.0225,2400.946939,12.38916667,54.3005,236.5833333,257.7,0,0,-4.976398942,165,3586586,48.67678809,25531.96269,0,27040.66116,0,48.6024734
3/21/2000,12866,25519.33884,7281,14441.65289,7281,14441.65289,0,0,48.14365476,5,5,0,0,0,0,0,4.800416667,1565.535932,17.13166667,62.837,234.9166667,268.3,0,0,-2.088483809,166,3597335,48.75820598,25582.19637,0,25519.33884,0,48.64587376
3/22/2000,12189,24176.52893,5974,11849.2562,5974,11849.2562,0,0,48.64113334,5,5,0,0,0,0,0,2.421875,193.4962545,14.80291667,58.64525,208,159.9,0,0,5.445117397,151,3609363,48.50262722,25638.40725,0,24176.52893,0,48.49009519
3/23/2000,11783,23371.23967,4410,8747.107438,4410,8747.107438,0,0,48.80112226,5,5,0,0,0,0,0,2.315833333,45.31918754,15.28708333,59.51675,196.875,258.7,0,0,5.167539349,113,3623764,48.20945236,25705.38242,0,23371.23967,0,48.28829583
3/24/2000,11965,23732.2314,2996,5942.479339,2996,5942.479339,0,0,48.83313158,5,5,0,0,0,0,0,1.692916667,64.27567458,12.44708333,54.40475,219.5833333,273,0,0,5.145428305,114,3641282,48.15280791,25786.71144,0,23732.2314,0,48.23122939
3/25/2000,11875,23553.71901,2862,5676.694215,2862,5676.694215,0,0,49.49114323,5,5,0,0,0,0,0,1.436666667,28.88075426,12.26375,54.07475,216.125,252.9,0,0,5.88865362,152,3658857,48.33142789,25868.03815,0,23553.71901,0,48.28682176
3/26/2000,11147,22109.75207,2558,5073.719008,2558,5073.719008,0,0,49.29280719,5,5,0,0,0,0,0,1.049583333,1.308227896,13.78666667,56.816,236.0833333,275.4,0,0,5.472239244,84,3675727,48.37622947,25945.77931,0,22109.75207,0,48.83914037
3/27/2000,10467,20760.99174,2308,4577.85124,2308,4577.85124,0,0,49.31788055,5,2,0,0,0,0,0,3.408333333,689.5287632,11.83291667,53.29925,191.4583333,171.6,0,0,6.797336268,161,3691591,49.80976374,26018.73453,0,20760.99174,0,49.72397597
3/28/2000,11998,23797.68595,3220,6386.77686,3220,6386.77686,0,0,49.53891065,5,0,0,0,0,0,0,2.33625,91.94780634,11.56916667,52.8245,228.125,281.8,0,0,1.730580358,92,3708819,50.9859347,26097.67365,0,23797.68595,0,50.69270024
3/29/2000,10296,20421.81818,3052,6053.553719,3052,6053.553719,0,0,49.37500632,5,0,0,0,0,0,0,2.86375,103.5230349,14.18270833,57.528875,239.9583333,273.5,0,0,0.177870499,115,3722959,51.28240229,26162.25728,0,20421.81818,0,51.17607074
3/30/2000,10192,20215.53719,2766,5486.280992,2766,5486.280992,0,0,49.61478566,5,0,0,0,0,0,0,5.702083333,1742.493749,16.80125,62.24225,254.1666667,290.1,0,0,-4.489035419,154,3737384,51.25987522,26228.03796,0,20215.53719,0,51.38915268
3/31/2000,11297,22407.27273,3809,7555.041322,3809,7555.041322,0,0,49.83726143,5,0,0,0,0,0,0,5.080833333,1346.881165,19.26875,66.68375,252.375,290,0,0,-2.844911687,186,3751868,51.62518053,26293.81709,0,22407.27273,0,51.52410041
4/1/2000,11741,23287.93388,3162,6271.735537,3162,6271.735537,0,0,50.3439105,5,0,0,0,0,0,0,3.666666667,766.5479152,20.43791667,68.78825,254.8333333,279.2,0,0,3.334641561,202,3768484,51.68724548,26369.16355,0,23287.93388,0,51.48724415
4/2/2000,11369,22550.08264,2227,4417.190083,2227,4417.190083,0,0,50.96248452,5,0,0,0,0,0,0,3.982173913,511.6053223,22.7,72.86,270.5217391,282.6,0,0,5.919597263,194,3786232,51.14930645,26449.29419,0,22550.08264,0,50.81195051
4/3/2000,9241,18329.2562,1955,3877.68595,1955,3877.68595,0,0,51.20652843,5,1,0,0,0,0,0,1.950416667,132.5699011,18.59875,65.47775,251.5416667,289.7,0,0,9.20468644,211,3800266,49.59929961,26513.46561,0,18329.2562,0,50.1468192
4/4/2000,8927,17706.44628,2860,5672.727273,2860,5672.727273,0,0,51.21202338,5,1,0,0,0,0,0,2.035833333,218.6704657,16.32666667,61.388,257.75,292.2,0,0,8.004025749,195,3811913,49.69185153,26567.27854,0,17706.44628,0,49.22271725
