Date,Total_Outflow_cfs,Total_Outflow_AF,Evap_cfs,Evap_AF,Storage_AF,Stage_ft,Tw_Temp_degF,Area_ac
2000-04-09,7517,14909.75207,55,109.0909091,3874270,1042.94,51.71691342,26853.46073
2000-04-10,8575,17008.26446,118,234.0495868,3873196,1043.07,52.42531983,26848.57018
2000-04-11,8608,17073.71901,221,438.3471074,3875344,1043.03,51.15042206,26858.35127
2000-04-12,8170,16204.95868,126,249.9173554,3879373,1043.11,51.09199857,26876.69764
2000-04-13,8692,17240.33058,127,251.9008264,3895756,1043.26,50.39061885,26951.29891
2000-04-14,8033,15933.22314,72,142.8099174,3910851,1043.87,51.06598359,27019.6117
2000-04-15,7832,15534.54545,32,63.47107438,3923264,1044.43,50.61060415,27075.68225
2000-04-16,7687,15246.94215,56,111.0743802,3944399,1044.89,50.68033323,27171.30487
2000-04-17,4323,8574.545455,225,446.2809917,3990723,1045.67,49.80499012,27379.35212
2000-04-18,4233,8396.033058,49,97.19008264,4021171,1047.37,49.85761796,27515.10436
2000-04-19,3826,7588.760331,33,65.45454545,4048738,1048.48,51.81787046,27637.40489
2000-04-20,6519,12930.24793,49,97.19008264,4064219,1049.48,52.73649589,27706.01763
2000-04-21,7064,14011.23967,212,420.4958678,4078935,1050.04,51.64416239,27772.47972
2000-04-22,7652,15177.52066,204,404.6280992,4088097,1050.57,49.50673101,27813.85819
2000-04-23,7474,14824.46281,131,259.8347107,4097291,1050.9,48.88608817,27855.24303
2000-04-24,7685,15242.97521,246,487.9338843,4105939,1051.23,49.05536145,27894.11393
2000-04-25,7858,15586.1157,148,293.553719,4115146,1051.54,48.76871494,27935.49742
2000-04-26,8032,15931.23967,197,390.7438017,4121015,1051.87,48.96964263,27961.83057
2000-04-27,5471,10851.57025,140,277.6859504,4130265,1052.08,48.52774786,28003.21449
2000-04-28,6763,13414.21488,165,327.2727273,4138954,1052.41,48.80860168,28042.08854
2000-04-29,7628,15129.91736,165,327.2727273,4145120,1052.72,48.8760138,28069.67484
2000-04-30,7283,14445.61983,240,476.0330579,4153279,1052.94,48.87040609,28106.04391
2000-05-01,7664,15201.32231,141,279.6694215,4161445,1053.23,49.00167415,28142.40943
2000-05-02,8315,16492.56198,116,230.0826446,4161445,1053.52,49.82732257,28142.40943
2000-05-03,9719,19277.35537,198,392.7272727,4156939,1053.52,49.92291507,28122.34293
2000-05-04,9523,18888.59504,248,491.9008264,4151307,1053.36,49.34160983,28097.26204
2000-05-05,10111,20054.87603,248,491.9008264,4144840,1053.16,49.5900907,28068.42213
2000-05-06,9494,18831.07438,214,424.4628099,4140075,1052.93,49.47599771,28047.10382
2000-05-07,8333,16528.26446,0,0,4141757,1052.76,49.22648068,28054.62898
2000-05-08,6880,13646.28099,17,33.71900826,4143439,1052.82,49.25962645,28062.15415
2000-05-09,7636,15145.78512,223,442.3140496,4142317,1052.88,49.89547771,28057.13439
2000-05-10,7758,15387.7686,149,295.5371901,4145961,1052.84,49.17122961,28073.43742
2000-05-11,6541,12973.8843,198,392.7272727,4147365,1052.97,49.33161428,28079.7072
2000-05-12,6921,13727.60331,140,277.6859504,4149336,1053.02,49.21092523,28088.48462
2000-05-13,6369,12632.72727,141,279.6694215,4152997,1053.09,49.50072516,28104.78809
2000-05-14,6576,13043.30579,124,245.9504132,4157221,1053.22,49.61558647,28123.59876
2000-05-15,7192,14265.12397,41,81.32231405,4158910,1053.37,51.26152752,28131.12035
2000-05-16,5781,11466.44628,0,0,4161726,1053.43,50.60228953,28143.6608
2000-05-17,6332,12559.33884,66,130.9090909,4166795,1053.53,48.98012615,28166.23449
2000-05-18,5759,11422.80992,166,329.2561983,4169048,1053.71,48.54257657,28176.26774
2000-05-19,7833,15536.52893,224,444.2975207,4172990,1053.79,48.25464531,28193.82258
2000-05-20,10907,21633.71901,307,608.9256198,4167358,1053.93,48.26738294,28168.74169
2000-05-21,10951,21720.99174,372,737.8512397,4159192,1053.73,48.24115336,28132.37618
2000-05-22,10192,20215.53719,248,491.9008264,4153560,1053.44,48.26852345,28107.29529
2000-05-23,10306,20441.65289,314,622.8099174,4149618,1053.24,48.37812538,28089.74045
2000-05-24,11047,21911.40496,289,573.2231405,4146522,1053.1,48.44805176,28075.9473
2000-05-25,9845,19527.27273,281,557.3553719,4145401,1052.99,48.38366564,28070.93201
2000-05-26,9255,18357.02479,314,622.8099174,4142878,1052.95,48.31624014,28059.64427
2000-05-27,9787,19412.2314,371,735.8677686,4140355,1052.86,48.26121943,28048.35652
2000-05-28,10042,19918.01653,247,489.9173554,4136992,1052.77,48.34344009,28033.31067
2000-05-29,9401,18646.61157,272,539.5041322,4128583,1052.65,48.28015126,27995.68933
2000-05-30,8779,17412.89256,370,733.8842975,4122697,1052.35,48.42591851,27969.35573
2000-05-31,9075,18000,304,602.9752066,4111519,1052.14,48.53790424,27919.19483
2000-06-01,9129,18107.10744,369,731.9008264,4104266,1051.74,48.59449957,27886.59416
2000-06-02,9002,17855.20661,483,958.0165289,4099244,1051.48,48.37348639,27864.02135
2000-06-03,9145,18138.84298,336,666.446281,4091711,1051.3,48.09837511,27830.16213
2000-06-04,8479,16817.85124,319,632.7272727,4085876,1051.03,47.98757313,27803.82746
2000-06-05,7867,15603.96694,351,696.1983471,4081989,1050.82,47.97093358,27786.27254
2000-06-06,8393,16647.27273,310,614.8760331,4072548,1050.68,48.43028985,27743.63401
2000-06-07,7129,14140.16529,294,583.1404959,4074492,1050.34,48.60831095,27752.41373
2000-06-08,7204,14288.92562,188,372.892562,4071993,1050.41,48.71539274,27741.12746
2000-06-09,7266,14411.90083,82,162.6446281,4069494,1050.32,48.46952355,27729.84119
2000-06-10,7338,14554.71074,114,226.1157025,4064774,1050.23,47.99295289,27708.52418
2000-06-11,8169,16202.97521,212,420.4958678,4057581,1050.06,48.11303043,27676.54
2000-06-12,10521,20868.09917,195,386.7768595,4048185,1049.8,48.36446793,27634.95756
2000-06-13,11497,22803.96694,227,450.2479339,4037407,1049.46,48.38740046,27587.25901
2000-06-14,11665,23137.19008,373,739.8347107,4027222,1049.07,48.35782696,27542.01089
2000-06-15,12617,25025.45455,372,737.8512397,4015945,1048.7,48.4848872,27491.86629
2000-06-16,13332,26443.63636,411,815.2066116,4003042,1048.29,48.72851752,27434.38823
2000-06-17,11567,22942.80992,370,733.8842975,3987985,1047.82,48.52735169,27367.11988
2000-06-18,11112,22040.33058,329,652.5619835,3977597,1047.27,48.53424196,27320.64776
2000-06-19,11011,21840,273,541.4876033,3966426,1046.89,48.57805336,27270.50597
2000-06-20,11843,23490.24793,392,777.5206612,3954437,1046.48,48.51429565,27216.69254
2000-06-21,11829,23462.47934,351,696.1983471,3942230,1046.04,48.60788626,27161.48883
2000-06-22,11323,22458.84298,335,664.4628099,3928944,1045.59,48.59154854,27101.36162
2000-06-23,11081,21978.84298,318,630.7438017,3916248,1045.1,48.48709832,27043.9904
2000-06-24,11485,22780.16529,325,644.6280992,3900058,1044.63,48.53196343,26970.85884
2000-06-25,11586,22980.49587,293,581.1570248,3885550,1044.03,48.53467439,26904.82509
2000-06-26,11980,23761.98347,300,595.0413223,3874001,1043.49,48.75950599,26852.23581
2000-06-27,11229,22272.39669,402,797.3553719,3864105,1043.06,48.63077662,26806.98869
2000-06-28,12178,24154.71074,370,733.8842975,3851008,1042.69,49.07255637,26747.05817
2000-06-29,11776,23357.35537,345,684.2975207,3837150,1042.2,49.28721326,26683.46382
2000-06-30,12554,24900.49587,321,636.6942149,3825179,1041.68,49.68838097,26628.43043
2000-07-01,12217,24232.06612,273,541.4876033,3811384,1041.23,50.19667154,26564.83439
2000-07-02,12092,23984.13223,335,664.4628099,3796031,1040.71,50.22484516,26493.89854
2000-07-03,11707,23220.49587,218,432.3966942,3781199,1040.13,50.41108064,26426.57065
2000-07-04,12210,24218.18182,232,460.1652893,3759775,1039.57,50.86365232,26329.698
2000-07-05,12507,24807.27273,185,366.9421488,3742116,1038.76,50.95205874,26249.56382
2000-07-06,13034,25852.56198,108,214.214876,3726631,1038.09,51.03807487,26179.00228
2000-07-07,12377,24549.42149,192,380.8264463,3712212,1037.5,50.99575025,26113.22046
2000-07-08,12898,25582.80992,176,349.0909091,3692896,1036.95,51.24874487,26024.71408
2000-07-09,12588,24967.93388,244,483.9669421,3676247,1036.21,50.96964725,25948.1738
2000-07-10,12210,24218.18182,320,634.7107438,3662221,1035.57,50.42865976,25883.58713
2000-07-11,12228,24253.8843,334,662.4793388,3646451,1035.03,50.39166381,25810.63052
2000-07-12,12402,24599.00826,341,676.3636364,3633024,1034.42,50.31927081,25748.44046
2000-07-13,13162,26106.44628,189,374.8760331,3617334,1033.9,50.36463556,25675.48358
2000-07-14,12004,23809.58678,271,537.5206612,3602453,1033.29,50.65622719,25606.1145
2000-07-15,13635,27044.6281,292,579.1735537,3579190,1032.71,50.98629065,25497.28
2000-07-16,12809,25406.28099,306,606.9421488,3556791,1031.8,51.07355435,25392.03294
2000-07-17,12492,24777.52066,246,487.9338843,3541840,1030.92,51.13659963,25321.46706
2000-07-18,12439,24672.39669,208,412.5619835,3527175,1030.33,51.2763527,25252.32735
2000-07-19,12405,24604.95868,281,557.3553719,3513055,1029.75,51.19908823,25185.8546
2000-07-20,12533,24858.84298,295,585.1239669,3497726,1029.19,50.66133488,25113.44704
2000-07-21,12240,24277.68595,302,599.0082645,3482674,1028.58,49.48797787,25042.22724
2000-07-22,13141,26064.79339,323,640.661157,3462953,1027.98,49.39264943,24948.45314
2000-07-23,13099,25981.4876,307,608.9256198,3442561,1027.19,49.32110162,24851.11695
2000-07-24,12871,25529.2562,262,519.6694215,3425215,1026.37,50.41848684,24768.03034
2000-07-25,12229,24255.86777,327,648.5950413,3410385,1025.67,51.52928721,24696.80842
2000-07-26,12507,24807.27273,297,589.0909091,3395129,1025.07,50.92261529,24623.21572
2000-07-27,12276,24349.09091,303,600.9917355,3379413,1024.45,49.99976154,24547.24569
2000-07-28,13982,27732.89256,317,628.7603306,3362531,1023.81,49.70087853,24465.34381
2000-07-29,11816,23436.69421,273,541.4876033,3350101,1023.12,49.8444488,24404.80778
2000-07-30,12569,24930.24793,329,652.5619835,3334040,1022.61,50.44270976,24326.46598
2000-07-31,12603,24997.68595,214,424.4628099,3321201,1021.95,51.05822096,24263.55361
2000-08-01,12480,24753.71901,285,565.2892562,3307412,1021.42,50.22606508,24195.89352
2000-08-02,12233,24263.80165,298,591.0743802,3294158,1020.85,50.12239349,24130.60803
2000-08-03,12005,23811.57025,333,660.4958678,3282116,1020.3,51.10755205,24071.42196
2000-08-04,11404,22619.50413,297,589.0909091,3268879,1019.8,51.23085506,24006.57622
2000-08-05,12017,23835.3719,246,487.9338843,3247539,1019.25,50.44413605,23901.64341
2000-08-06,11671,23149.09091,315,624.7933884,3227247,1018.36,50.11587195,23801.43034
2000-08-07,11473,22756.36364,258,511.7355372,3215097,1017.51,50.81233737,23741.3
2000-08-08,9086,18021.81818,272,539.5041322,3205856,1017,50.76609781,23695.32119
2000-08-09,9181,18210.24793,243,481.9834711,3196851,1016.61,49.93763099,23650.5166
2000-08-10,9064,17978.18182,319,632.7272727,3188335,1016.23,49.44262079,23608.07065
2000-08-11,9078,18005.95041,243,481.9834711,3179611,1015.87,49.23805512,23564.4525
2000-08-12,8883,17619.17355,221,438.3471074,3167820,1015.5,49.35745586,23505.5
2000-08-13,8663,17182.80992,276,547.4380165,3154216,1015,49.45157153,23437.1175
2000-08-14,9565,18971.90083,254,503.8016529,3143198,1014.42,49.73963229,23381.70374
2000-08-15,8830,17514.04959,295,585.1239669,3132931,1013.95,49.57859085,23329.82976
2000-08-16,7422,14721.32231,295,585.1239669,3128264,1013.51,49.54221654,23306.24976
2000-08-17,7375,14628.09917,308,610.9090909,3121963,1013.31,49.38720708,23274.41398
2000-08-18,6438,12769.58678,308,610.9090909,3117084,1013.04,49.31341554,23249.65807
2000-08-19,7394,14665.78512,232,460.1652893,3111745,1012.83,49.47643759,23222.54102
2000-08-20,7609,15092.2314,205,406.6115702,3103388,1012.6,49.57662344,23180.09539
2000-08-21,7321,14520.99174,252,499.8347107,3098281,1012.24,49.71244942,23154.15668
2000-08-22,7264,14407.93388,265,525.6198347,3091582,1012.02,49.86266059,23119.96894
2000-08-23,6835,13557.02479,217,430.4132231,3086270,1011.73,49.65121138,23092.85
2000-08-24,6104,12107.10744,251,497.8512397,3082344,1011.5,50.00665528,23072.8069
2000-08-25,5878,11658.84298,197,390.7438017,3079804,1011.33,49.77674652,23059.83963
2000-08-26,5835,11573.55372,210,416.5289256,3072426,1011.22,49.65211954,23022.11154
2000-08-27,6679,13247.60331,230,456.1983471,3065534,1010.9,49.90155166,22986.74103
2000-08-28,7531,14937.52066,250,495.8677686,3057264,1010.6,49.75612093,22944.29846
2000-08-29,6138,12174.54545,202,400.661157,3051750,1010.24,49.66728594,22916
2000-08-30,6055,12009.91736,202,400.661157,3047179,1010,50.26825347,22892.8
2000-08-31,5632,11170.90909,128,253.8842975,3043522,1009.8,50.51196957,22874.23898
2000-09-01,4833,9586.115702,0,0,3047865,1009.64,51.08926372,22896.28178
2000-09-02,4201,8332.561983,0,0,3047865,1009.83,51.55755925,22896.28178
2000-09-03,3280,6505.785124,40,79.33884298,3050150,1009.83,51.69284441,22907.87924
2000-09-04,4464,8854.214876,115,228.0991736,3050607,1009.93,51.83359186,22910.19873
2000-09-05,4549,9022.809917,115,228.0991736,3051293,1009.95,50.55752937,22913.68051
2000-09-06,4777,9475.041322,195,386.7768595,3052439,1009.98,50.95055507,22919.53602
2000-09-07,4602,9127.933884,175,347.107438,3054507,1010.03,50.26502747,22930.14923
2000-09-08,6158,12214.21488,202,400.661157,3052439,1010.12,50.70034621,22919.53602
2000-09-09,5261,10435.04132,168,333.2231405,3046265,1010.03,50.67996087,22888.16102
2000-09-10,5352,10615.53719,168,333.2231405,3040780,1009.76,50.34076305,22860.32203
2000-09-11,4970,9857.85124,148,293.553719,3036666,1009.52,50.6268692,22839.44152
2000-09-12,5063,10042.31405,195,386.7768595,3034380,1009.34,50.62490479,22827.83898
2000-09-13,5520,10948.76033,181,359.0082645,3035294,1009.24,50.51431727,22832.47797
2000-09-14,5963,11827.43802,148,293.553719,3033009,1009.28,51.0345962,22820.88051
2000-09-15,4642,9207.272727,47,93.2231405,3033466,1009.18,50.4735571,22823.2
2000-09-16,5446,10801.98347,134,265.785124,3029352,1009.2,50.7765962,22802.31949
2000-09-17,5559,11026.1157,201,398.677686,3022302,1009.02,50.86722158,22766.35781
2000-09-18,6567,13025.45455,201,398.677686,3019347,1008.71,51.27783284,22751.27929
2000-09-19,7073,14029.09091,214,424.4628099,3015710,1008.58,51.05134561,22732.72071
2000-09-20,7989,15845.95041,260,515.7024793,3008663,1008.42,51.22728318,22696.76189
2000-09-21,6621,13132.56198,213,422.4793388,3004127,1008.11,50.96683897,22673.56133
2000-09-22,6161,12220.16529,200,396.6942149,3002544,1007.91,51.1948346,22665.44123
2000-09-23,5960,11821.4876,27,53.55371901,2999152,1007.84,51.04513202,22648.04174
2000-09-24,6565,13021.4876,153,303.4710744,2994855,1007.69,51.35675141,22626
2000-09-25,6284,12464.13223,113,224.1322314,2990558,1007.5,51.57361998,22603.95826
2000-09-26,5244,10401.32231,159,315.3719008,2987166,1007.31,51.45780712,22586.55877
2000-09-27,3351,6646.61157,133,263.8016529,2987619,1007.16,51.21191844,22588.88246
2000-09-28,3236,6418.512397,159,315.3719008,2987845,1007.18,51.61966478,22590.04174
2000-09-29,4686,9294.545455,159,315.3719008,2987166,1007.19,51.41237319,22586.55877
2000-09-30,5295,10502.47934,133,263.8016529,2985131,1007.16,51.53407636,22576.1201
2000-10-01,5255,10423.1405,166,329.2561983,2980848,1007.07,51.65576262,22554.07938
2000-10-02,5283,10478.67769,212,420.4958678,2977473,1006.88,51.7335411,22536.67861
2000-10-03,5246,10405.28926,212,420.4958678,2975448,1006.73,52.03449802,22526.23814
2000-10-04,5465,10839.66942,199,394.7107438,2971849,1006.64,51.82496549,22507.68247
2000-10-05,5936,11773.8843,99,196.3636364,2969599,1006.48,51.85289902,22496.08196
2000-10-06,5425,10760.33058,198,392.7272727,2966899,1006.38,52.10976307,22482.16134
2000-10-07,5365,10641.32231,178,353.0578512,2964649,1006.26,52.32503895,22470.56082
2000-10-08,5134,10183.1405,165,327.2727273,2961049,1006.16,52.48352431,22452
2000-10-09,5138,10191.07438,264,523.6363636,2959259,1006,52.63205726,22442.72083
2000-10-10,4975,9867.768595,7,13.88429752,2961949,1005.92,52.73215976,22456.64021
2000-10-11,5387,10684.95868,0,0,2962849,1006.04,52.72293157,22461.28041
2000-10-12,4659,9240.991736,0,0,2964199,1006.08,52.89838615,22468.24072
2000-10-13,4923,9764.628099,145,287.6033058,2966449,1006.14,53.12901287,22479.84124
2000-10-14,5921,11744.13223,119,236.0330579,2960378,1006.24,53.01924284,22448.52161
2000-10-15,6080,12059.50413,92,182.4793388,2955902,1005.97,53.08101183,22425.3185
2000-10-16,6075,12049.58678,92,182.4793388,2955007,1005.77,53.31125683,22420.67891
2000-10-17,6274,12444.29752,72,142.8099174,2952546,1005.73,53.32619239,22407.92135
2000-10-18,5945,11791.73554,79,156.6942149,2948070,1005.62,53.41174413,22384.71824
2000-10-19,5518,10944.79339,99,196.3636364,2946280,1005.42,53.73574184,22375.43907
2000-10-20,5347,10605.61983,59,117.0247934,2943147,1005.34,53.71428449,22359.19793
2000-10-21,5670,11246.28099,20,39.66942149,2940462,1005.2,53.89034494,22345.27917
2000-10-22,4673,9268.760331,92,182.4793388,2939567,1005.08,53.72050556,22340.63959
2000-10-23,5282,10476.69421,59,117.0247934,2936891,1005.04,53.98525007,22326.71979
2000-10-24,5278,10468.76033,85,168.5950413,2933552,1004.92,53.7557948,22309.32135
2000-10-25,4968,9853.884298,52,103.1404959,2931993,1004.77,53.9855683,22301.19792
2000-10-26,4991,9899.504132,0,0,2930658,1004.7,54.2888934,22294.24167
2000-10-27,5288,10488.59504,59,117.0247934,2930212,1004.64,54.07902743,22291.91771
2000-10-28,4524,8973.22314,46,91.23966942,2934442,1004.62,53.89613189,22313.95885
2000-10-29,5861,11625.12397,26,51.57024793,2935555,1004.81,54.40796899,22319.75833
2000-10-30,4720,9361.983471,20,39.66942149,2940686,1004.86,54.75144693,22346.44036
2000-10-31,5415,10740.49587,0,0,2941357,1005.09,54.75637758,22349.91876
2000-11-01,4708,9338.181818,46,91.23966942,2943147,1005.12,54.59348682,22359.19793
2000-11-02,5033,9982.809917,79,156.6942149,2937114,1005.2,54.85237019,22327.88177
2000-11-03,5195,10304.13223,59,117.0247934,2933774,1004.93,54.83081198,22310.47812
2000-11-04,4971,9859.834711,85,168.5950413,2931993,1004.78,54.52296148,22301.19792
2000-11-05,5237,10387.43802,85,168.5950413,2933107,1004.7,54.80273577,22307.00261
2000-11-06,5387,10684.95868,39,77.3553719,2931993,1004.75,54.95413949,22301.19792
2000-11-07,5352,10615.53719,98,194.3801653,2931548,1004.7,54.58957533,22298.87917
